target	collocate	f_x_target	f_y_collocate	f_xy_cooc	logDice	window	min_f_y	min_f_xy	min_logDice
christian_norp	muslims	1649	1669	130	10.326	+/-5	10	10	5.0
christian_norp	in	1649	15843	545	9.996	+/-5	10	10	5.0
christian_norp	christians	1649	803	74	9.95	+/-5	10	10	5.0
christian_norp	lebanese	1649	137	53	9.925	+/-5	10	10	5.0
christian_norp	east	1649	281	55	9.867	+/-5	10	10	5.0
christian_norp	the	1649	47248	1375	9.848	+/-5	10	10	5.0
christian_norp	and	1649	21802	609	9.733	+/-5	10	10	5.0
christian_norp	muslim	1649	1881	91	9.722	+/-5	10	10	5.0
christian_norp	of	1649	25390	682	9.691	+/-5	10	10	5.0
christian_norp	against	1649	1169	71	9.689	+/-5	10	10	5.0
christian_norp	middle	1649	306	48	9.652	+/-5	10	10	5.0
christian_norp	a	1649	15478	374	9.483	+/-5	10	10	5.0
christian_norp	minority	1649	208	40	9.463	+/-5	10	10	5.0
christian_norp	be	1649	27314	602	9.412	+/-5	10	10	5.0
christian_norp	population	1649	456	41	9.318	+/-5	10	10	5.0
christian_norp	by	1649	4393	117	9.31	+/-5	10	10	5.0
christian_norp	their	1649	3120	91	9.288	+/-5	10	10	5.0
christian_norp	that	1649	7957	182	9.278	+/-5	10	10	5.0
christian_norp	other	1649	1782	64	9.256	+/-5	10	10	5.0
christian_norp	to	1649	21350	423	9.235	+/-5	10	10	5.0
christian_norp	between	1649	587	41	9.231	+/-5	10	10	5.0
christian_norp	for	1649	6283	144	9.216	+/-5	10	10	5.0
christian_norp	have	1649	7549	163	9.182	+/-5	10	10	5.0
christian_norp	church	1649	506	38	9.174	+/-5	10	10	5.0
christian_norp	from	1649	3562	90	9.145	+/-5	10	10	5.0
christian_norp	political	1649	1214	48	9.102	+/-5	10	10	5.0
christian_norp	leader	1649	452	35	9.092	+/-5	10	10	5.0
christian_norp	community	1649	285	32	9.083	+/-5	10	10	5.0
christian_norp	land	1649	282	30	8.992	+/-5	10	10	5.0
christian_norp	country	1649	1655	51	8.982	+/-5	10	10	5.0
christian_norp	war	1649	1009	41	8.981	+/-5	10	10	5.0
christian_norp	there	1649	1556	49	8.969	+/-5	10	10	5.0
christian_norp	state	1649	1073	41	8.947	+/-5	10	10	5.0
christian_norp	many	1649	1166	42	8.933	+/-5	10	10	5.0
christian_norp	under	1649	623	33	8.895	+/-5	10	10	5.0
christian_norp	with	1649	4503	88	8.873	+/-5	10	10	5.0
christian_norp	jihad	1649	656	32	8.829	+/-5	10	10	5.0
christian_norp	who	1649	1893	49	8.824	+/-5	10	10	5.0
christian_norp	all	1649	2515	57	8.809	+/-5	10	10	5.0
christian_norp	jewish	1649	152	24	8.77	+/-5	10	10	5.0
christian_norp	as	1649	6595	109	8.759	+/-5	10	10	5.0
christian_norp	agnostic	1649	16	22	8.758	+/-5	10	10	5.0
christian_norp	european	1649	2092	49	8.746	+/-5	10	10	5.0
christian_norp	atheist	1649	42	22	8.736	+/-5	10	10	5.0
christian_norp	or	1649	3845	70	8.706	+/-5	10	10	5.0
christian_norp	on	1649	3691	68	8.705	+/-5	10	10	5.0
christian_norp	especially	1649	247	24	8.696	+/-5	10	10	5.0
christian_norp	now	1649	760	30	8.673	+/-5	10	10	5.0
christian_norp	decline	1649	141	22	8.654	+/-5	10	10	5.0
christian_norp	conservative	1649	658	28	8.636	+/-5	10	10	5.0
christian_norp	cultural	1649	1416	37	8.628	+/-5	10	10	5.0
christian_norp	world	1649	1119	33	8.61	+/-5	10	10	5.0
christian_norp	not	1649	3822	63	8.56	+/-5	10	10	5.0
christian_norp	remain	1649	263	22	8.559	+/-5	10	10	5.0
christian_norp	century	1649	527	25	8.556	+/-5	10	10	5.0
christian_norp	islamic	1649	1342	34	8.541	+/-5	10	10	5.0
christian_norp	persecution	1649	118	20	8.535	+/-5	10	10	5.0
christian_norp	islam	1649	1466	35	8.524	+/-5	10	10	5.0
christian_norp	kill	1649	415	23	8.512	+/-5	10	10	5.0
christian_norp	territory	1649	151	20	8.508	+/-5	10	10	5.0
christian_norp	see	1649	693	26	8.507	+/-5	10	10	5.0
christian_norp	they	1649	5374	77	8.489	+/-5	10	10	5.0
christian_norp	this	1649	4324	65	8.478	+/-5	10	10	5.0
christian_norp	power	1649	756	26	8.469	+/-5	10	10	5.0
christian_norp	rule	1649	388	22	8.467	+/-5	10	10	5.0
christian_norp	party	1649	712	25	8.439	+/-5	10	10	5.0
christian_norp	about	1649	1105	29	8.431	+/-5	10	10	5.0
christian_norp	civil	1649	271	20	8.415	+/-5	10	10	5.0
christian_norp	subject	1649	178	19	8.413	+/-5	10	10	5.0
christian_norp	small	1649	373	21	8.411	+/-5	10	10	5.0
christian_norp	become	1649	677	24	8.401	+/-5	10	10	5.0
christian_norp	religious	1649	389	21	8.399	+/-5	10	10	5.0
christian_norp	number	1649	502	22	8.389	+/-5	10	10	5.0
christian_norp	over	1649	615	23	8.379	+/-5	10	10	5.0
christian_norp	nationalism	1649	132	18	8.371	+/-5	10	10	5.0
christian_norp	into	1649	950	26	8.357	+/-5	10	10	5.0
christian_norp	also	1649	1082	27	8.34	+/-5	10	10	5.0
christian_norp	where	1649	779	24	8.339	+/-5	10	10	5.0
christian_norp	non	1649	679	23	8.339	+/-5	10	10	5.0
christian_norp	he	1649	2147	37	8.319	+/-5	10	10	5.0
christian_norp	no	1649	1241	28	8.311	+/-5	10	10	5.0
christian_norp	which	1649	2277	38	8.309	+/-5	10	10	5.0
christian_norp	more	1649	1762	33	8.308	+/-5	10	10	5.0
christian_norp	but	1649	2392	39	8.305	+/-5	10	10	5.0
christian_norp	syria	1649	116	17	8.302	+/-5	10	10	5.0
christian_norp	group	1649	745	23	8.298	+/-5	10	10	5.0
christian_norp	leave	1649	338	19	8.292	+/-5	10	10	5.0
christian_norp	israel	1649	242	18	8.285	+/-5	10	10	5.0
christian_norp	some	1649	981	25	8.283	+/-5	10	10	5.0
christian_norp	one	1649	1834	33	8.278	+/-5	10	10	5.0
christian_norp	right	1649	792	23	8.27	+/-5	10	10	5.0
christian_norp	our	1649	1891	33	8.255	+/-5	10	10	5.0
christian_norp	nationalist	1649	287	18	8.251	+/-5	10	10	5.0
christian_norp	both	1649	419	19	8.234	+/-5	10	10	5.0
christian_norp	million	1649	430	19	8.226	+/-5	10	10	5.0
christian_norp	convert	1649	222	17	8.218	+/-5	10	10	5.0
christian_norp	status	1649	112	16	8.218	+/-5	10	10	5.0
christian_norp	his	1649	1468	28	8.201	+/-5	10	10	5.0
christian_norp	force	1649	723	21	8.18	+/-5	10	10	5.0
christian_norp	hindus	1649	70	15	8.16	+/-5	10	10	5.0
christian_norp	maronite	1649	73	15	8.157	+/-5	10	10	5.0
christian_norp	would	1649	1568	28	8.156	+/-5	10	10	5.0
christian_norp	however	1649	681	20	8.136	+/-5	10	10	5.0
christian_norp	an	1649	2791	38	8.132	+/-5	10	10	5.0
christian_norp	first	1649	701	20	8.123	+/-5	10	10	5.0
christian_norp	society	1649	588	19	8.121	+/-5	10	10	5.0
christian_norp	lose	1649	250	16	8.109	+/-5	10	10	5.0
christian_norp	europe	1649	1635	27	8.074	+/-5	10	10	5.0
christian_norp	include	1649	689	19	8.057	+/-5	10	10	5.0
christian_norp	permit	1649	77	14	8.054	+/-5	10	10	5.0
christian_norp	its	1649	1071	22	8.05	+/-5	10	10	5.0
christian_norp	woman	1649	583	18	8.046	+/-5	10	10	5.0
christian_norp	thousand	1649	215	15	8.043	+/-5	10	10	5.0
christian_norp	than	1649	1215	23	8.04	+/-5	10	10	5.0
christian_norp	even	1649	968	21	8.039	+/-5	10	10	5.0
christian_norp	large	1649	631	18	8.015	+/-5	10	10	5.0
christian_norp	influence	1649	260	15	8.008	+/-5	10	10	5.0
christian_norp	control	1649	389	16	8.007	+/-5	10	10	5.0
christian_norp	most	1649	1185	22	7.991	+/-5	10	10	5.0
christian_norp	attack	1649	542	17	7.99	+/-5	10	10	5.0
christian_norp	once	1649	286	15	7.989	+/-5	10	10	5.0
christian_norp	brother	1649	160	14	7.986	+/-5	10	10	5.0
christian_norp	live	1649	434	16	7.976	+/-5	10	10	5.0
christian_norp	only	1649	1225	22	7.971	+/-5	10	10	5.0
christian_norp	man	1649	765	18	7.933	+/-5	10	10	5.0
christian_norp	it	1649	6025	57	7.927	+/-5	10	10	5.0
christian_norp	any	1649	1191	21	7.921	+/-5	10	10	5.0
christian_norp	iraq	1649	114	13	7.917	+/-5	10	10	5.0
christian_norp	army	1649	250	14	7.916	+/-5	10	10	5.0
christian_norp	until	1649	387	15	7.915	+/-5	10	10	5.0
christian_norp	animist	1649	20	12	7.88	+/-5	10	10	5.0
christian_norp	support	1649	595	16	7.868	+/-5	10	10	5.0
christian_norp	fight	1649	461	15	7.864	+/-5	10	10	5.0
christian_norp	should	1649	1448	22	7.863	+/-5	10	10	5.0
christian_norp	ottoman	1649	326	14	7.86	+/-5	10	10	5.0
christian_norp	often	1649	326	14	7.86	+/-5	10	10	5.0
christian_norp	child	1649	472	15	7.856	+/-5	10	10	5.0
christian_norp	at	1649	2330	28	7.849	+/-5	10	10	5.0
christian_norp	nation	1649	490	15	7.844	+/-5	10	10	5.0
christian_norp	protect	1649	232	13	7.823	+/-5	10	10	5.0
christian_norp	member	1649	400	14	7.807	+/-5	10	10	5.0
christian_norp	southern	1649	109	12	7.805	+/-5	10	10	5.0
christian_norp	pakistan	1649	121	12	7.795	+/-5	10	10	5.0
christian_norp	establishment	1649	124	12	7.793	+/-5	10	10	5.0
christian_norp	those	1649	576	15	7.787	+/-5	10	10	5.0
christian_norp	law	1649	579	15	7.785	+/-5	10	10	5.0
christian_norp	say	1649	1026	18	7.785	+/-5	10	10	5.0
christian_norp	today	1649	435	14	7.782	+/-5	10	10	5.0
christian_norp	people	1649	1630	22	7.78	+/-5	10	10	5.0
christian_norp	family	1649	442	14	7.777	+/-5	10	10	5.0
christian_norp	will	1649	4179	39	7.777	+/-5	10	10	5.0
christian_norp	faith	1649	185	12	7.744	+/-5	10	10	5.0
christian_norp	among	1649	338	13	7.744	+/-5	10	10	5.0
christian_norp	maronites	1649	37	11	7.74	+/-5	10	10	5.0
christian_norp	consider	1649	504	14	7.735	+/-5	10	10	5.0
christian_norp	oppression	1649	58	11	7.722	+/-5	10	10	5.0
christian_norp	must	1649	837	16	7.72	+/-5	10	10	5.0
christian_norp	we	1649	3542	33	7.703	+/-5	10	10	5.0
christian_norp	persecute	1649	84	11	7.7	+/-5	10	10	5.0
christian_norp	if	1649	1823	22	7.698	+/-5	10	10	5.0
christian_norp	continue	1649	413	13	7.691	+/-5	10	10	5.0
christian_norp	like	1649	732	15	7.69	+/-5	10	10	5.0
christian_norp	chapter	1649	115	11	7.675	+/-5	10	10	5.0
christian_norp	massacre	1649	118	11	7.672	+/-5	10	10	5.0
christian_norp	suffer	1649	132	11	7.661	+/-5	10	10	5.0
christian_norp	still	1649	462	13	7.657	+/-5	10	10	5.0
christian_norp	government	1649	794	15	7.652	+/-5	10	10	5.0
christian_norp	hindu	1649	145	11	7.65	+/-5	10	10	5.0
christian_norp	position	1649	152	11	7.645	+/-5	10	10	5.0
christian_norp	murder	1649	153	11	7.644	+/-5	10	10	5.0
christian_norp	these	1649	1309	18	7.64	+/-5	10	10	5.0
christian_norp	movement	1649	499	13	7.632	+/-5	10	10	5.0
christian_norp	far	1649	334	12	7.631	+/-5	10	10	5.0
christian_norp	out	1649	1000	16	7.629	+/-5	10	10	5.0
christian_norp	year	1649	1012	16	7.622	+/-5	10	10	5.0
christian_norp	make	1649	1179	17	7.622	+/-5	10	10	5.0
christian_norp	do	1649	2845	27	7.621	+/-5	10	10	5.0
christian_norp	majority	1649	354	12	7.617	+/-5	10	10	5.0
christian_norp	help	1649	199	11	7.608	+/-5	10	10	5.0
christian_norp	struggle	1649	219	11	7.592	+/-5	10	10	5.0
christian_norp	when	1649	1425	18	7.584	+/-5	10	10	5.0
christian_norp	fact	1649	572	13	7.583	+/-5	10	10	5.0
christian_norp	could	1649	572	13	7.583	+/-5	10	10	5.0
christian_norp	turkey	1649	231	11	7.583	+/-5	10	10	5.0
christian_norp	arab	1649	405	12	7.581	+/-5	10	10	5.0
christian_norp	forbid	1649	70	10	7.575	+/-5	10	10	5.0
christian_norp	such	1649	940	15	7.569	+/-5	10	10	5.0
christian_norp	never	1649	425	12	7.567	+/-5	10	10	5.0
christian_norp	anti	1649	600	13	7.565	+/-5	10	10	5.0
christian_norp	village	1649	82	10	7.565	+/-5	10	10	5.0
christian_norp	well	1649	778	14	7.562	+/-5	10	10	5.0
christian_norp	because	1649	784	14	7.559	+/-5	10	10	5.0
christian_norp	holy	1649	107	10	7.544	+/-5	10	10	5.0
christian_norp	therefore	1649	287	11	7.541	+/-5	10	10	5.0
christian_norp	while	1649	639	13	7.541	+/-5	10	10	5.0
christian_norp	so	1649	1353	17	7.536	+/-5	10	10	5.0
christian_norp	jihadi	1649	118	10	7.535	+/-5	10	10	5.0
christian_norp	egypt	1649	124	10	7.53	+/-5	10	10	5.0
christian_norp	area	1649	323	11	7.514	+/-5	10	10	5.0
christian_norp	how	1649	697	13	7.504	+/-5	10	10	5.0
christian_norp	within	1649	354	11	7.491	+/-5	10	10	5.0
christian_norp	start	1649	366	11	7.483	+/-5	10	10	5.0
christian_norp	greek	1649	192	10	7.476	+/-5	10	10	5.0
christian_norp	fall	1649	197	10	7.472	+/-5	10	10	5.0
christian_norp	eastern	1649	198	10	7.471	+/-5	10	10	5.0
christian_norp	pay	1649	204	10	7.466	+/-5	10	10	5.0
christian_norp	former	1649	215	10	7.458	+/-5	10	10	5.0
christian_norp	hold	1649	218	10	7.455	+/-5	10	10	5.0
christian_norp	during	1649	614	12	7.441	+/-5	10	10	5.0
christian_norp	give	1649	616	12	7.44	+/-5	10	10	5.0
christian_norp	example	1649	446	11	7.427	+/-5	10	10	5.0
christian_norp	order	1649	841	13	7.419	+/-5	10	10	5.0
christian_norp	claim	1649	272	10	7.414	+/-5	10	10	5.0
christian_norp	just	1649	705	12	7.384	+/-5	10	10	5.0
christian_norp	cause	1649	511	11	7.383	+/-5	10	10	5.0
christian_norp	military	1649	716	12	7.377	+/-5	10	10	5.0
christian_norp	around	1649	347	10	7.359	+/-5	10	10	5.0
christian_norp	since	1649	410	10	7.314	+/-5	10	10	5.0
christian_norp	every	1649	412	10	7.313	+/-5	10	10	5.0
christian_norp	day	1649	650	11	7.293	+/-5	10	10	5.0
christian_norp	accord	1649	453	10	7.284	+/-5	10	10	5.0
christian_norp	know	1649	876	12	7.283	+/-5	10	10	5.0
christian_norp	lead	1649	458	10	7.281	+/-5	10	10	5.0
christian_norp	own	1649	707	11	7.257	+/-5	10	10	5.0
christian_norp	same	1649	498	10	7.254	+/-5	10	10	5.0
christian_norp	culture	1649	545	10	7.223	+/-5	10	10	5.0
christian_norp	new	1649	793	11	7.206	+/-5	10	10	5.0
christian_norp	can	1649	1952	16	7.186	+/-5	10	10	5.0
christian_norp	what	1649	1074	12	7.174	+/-5	10	10	5.0
christian_norp	national	1649	652	10	7.154	+/-5	10	10	5.0
christian_norp	western	1649	1207	12	7.105	+/-5	10	10	5.0
christian_norp	long	1649	740	10	7.1	+/-5	10	10	5.0
christian_norp	take	1649	982	11	7.098	+/-5	10	10	5.0
christian_norp	up	1649	1018	11	7.078	+/-5	10	10	5.0
christian_norp	after	1649	877	10	7.019	+/-5	10	10	5.0
christian_norp	time	1649	1136	11	7.016	+/-5	10	10	5.0
christian_norp	may	1649	910	10	7.001	+/-5	10	10	5.0
christian_norp	you	1649	3353	16	6.712	+/-5	10	10	5.0
christian_norp	i	1649	4666	18	6.545	+/-5	10	10	5.0
european_norp	country	1675	1655	142	10.448	+/-5	10	10	5.0
european_norp	culture	1675	545	93	10.423	+/-5	10	10	5.0
european_norp	all	1675	2515	137	10.065	+/-5	10	10	5.0
european_norp	european	1675	2092	107	9.862	+/-5	10	10	5.0
european_norp	cultural	1675	1416	87	9.849	+/-5	10	10	5.0
european_norp	conservative	1675	658	61	9.743	+/-5	10	10	5.0
european_norp	identity	1675	136	47	9.732	+/-5	10	10	5.0
european_norp	many	1675	1166	73	9.718	+/-5	10	10	5.0
european_norp	and	1675	21802	578	9.656	+/-5	10	10	5.0
european_norp	of	1675	25390	660	9.642	+/-5	10	10	5.0
european_norp	tradition	1675	176	44	9.605	+/-5	10	10	5.0
european_norp	will	1675	4179	139	9.604	+/-5	10	10	5.0
european_norp	the	1675	47248	1085	9.505	+/-5	10	10	5.0
european_norp	multiculturalism	1675	455	46	9.467	+/-5	10	10	5.0
european_norp	indigenous	1675	161	39	9.443	+/-5	10	10	5.0
european_norp	for	1675	6283	168	9.434	+/-5	10	10	5.0
european_norp	to	1675	21350	475	9.401	+/-5	10	10	5.0
european_norp	be	1675	27314	591	9.384	+/-5	10	10	5.0
european_norp	in	1675	15843	342	9.321	+/-5	10	10	5.0
european_norp	native	1675	134	35	9.308	+/-5	10	10	5.0
european_norp	as	1675	6595	155	9.262	+/-5	10	10	5.0
european_norp	a	1675	15478	320	9.256	+/-5	10	10	5.0
european_norp	support	1675	595	42	9.244	+/-5	10	10	5.0
european_norp	have	1675	7549	170	9.238	+/-5	10	10	5.0
european_norp	should	1675	1448	56	9.199	+/-5	10	10	5.0
european_norp	us	1675	479	38	9.175	+/-5	10	10	5.0
european_norp	from	1675	3562	91	9.153	+/-5	10	10	5.0
european_norp	that	1675	7957	167	9.15	+/-5	10	10	5.0
european_norp	against	1675	1169	49	9.141	+/-5	10	10	5.0
european_norp	war	1675	1009	46	9.133	+/-5	10	10	5.0
european_norp	our	1675	1891	61	9.131	+/-5	10	10	5.0
european_norp	other	1675	1782	58	9.103	+/-5	10	10	5.0
european_norp	christendom	1675	115	30	9.101	+/-5	10	10	5.0
european_norp	on	1675	3691	89	9.086	+/-5	10	10	5.0
european_norp	civil	1675	271	32	9.074	+/-5	10	10	5.0
european_norp	people	1675	1630	54	9.064	+/-5	10	10	5.0
european_norp	majority	1675	354	33	9.058	+/-5	10	10	5.0
european_norp	not	1675	3822	89	9.051	+/-5	10	10	5.0
european_norp	or	1675	3845	88	9.029	+/-5	10	10	5.0
european_norp	political	1675	1214	46	9.027	+/-5	10	10	5.0
european_norp	we	1675	3542	83	9.026	+/-5	10	10	5.0
european_norp	movement	1675	499	34	9.001	+/-5	10	10	5.0
european_norp	civilisation	1675	234	29	8.959	+/-5	10	10	5.0
european_norp	american	1675	257	29	8.942	+/-5	10	10	5.0
european_norp	multiculturalist	1675	536	33	8.934	+/-5	10	10	5.0
european_norp	do	1675	2845	66	8.902	+/-5	10	10	5.0
european_norp	resistance	1675	326	29	8.891	+/-5	10	10	5.0
european_norp	city	1675	331	29	8.888	+/-5	10	10	5.0
european_norp	they	1675	5374	101	8.875	+/-5	10	10	5.0
european_norp	europe	1675	1635	47	8.862	+/-5	10	10	5.0
european_norp	any	1675	1191	40	8.837	+/-5	10	10	5.0
european_norp	by	1675	4393	84	8.825	+/-5	10	10	5.0
european_norp	americans	1675	135	25	8.822	+/-5	10	10	5.0
european_norp	muslims	1675	1669	46	8.816	+/-5	10	10	5.0
european_norp	most	1675	1185	39	8.804	+/-5	10	10	5.0
european_norp	major	1675	216	25	8.759	+/-5	10	10	5.0
european_norp	an	1675	2791	59	8.758	+/-5	10	10	5.0
european_norp	than	1675	1215	38	8.751	+/-5	10	10	5.0
european_norp	with	1675	4503	81	8.747	+/-5	10	10	5.0
european_norp	more	1675	1762	45	8.745	+/-5	10	10	5.0
european_norp	right	1675	792	32	8.731	+/-5	10	10	5.0
european_norp	christian	1675	1152	36	8.705	+/-5	10	10	5.0
european_norp	genocide	1675	220	24	8.697	+/-5	10	10	5.0
european_norp	patriot	1675	77	22	8.685	+/-5	10	10	5.0
european_norp	this	1675	4324	75	8.678	+/-5	10	10	5.0
european_norp	western	1675	1207	36	8.677	+/-5	10	10	5.0
european_norp	hate	1675	184	23	8.663	+/-5	10	10	5.0
european_norp	what	1675	1074	34	8.663	+/-5	10	10	5.0
european_norp	million	1675	430	26	8.661	+/-5	10	10	5.0
european_norp	destroy	1675	270	24	8.659	+/-5	10	10	5.0
european_norp	deconstruct	1675	48	21	8.642	+/-5	10	10	5.0
european_norp	their	1675	3120	58	8.631	+/-5	10	10	5.0
european_norp	it	1675	6025	93	8.629	+/-5	10	10	5.0
european_norp	who	1675	1893	43	8.625	+/-5	10	10	5.0
european_norp	patriotic	1675	124	21	8.579	+/-5	10	10	5.0
european_norp	nation	1675	490	25	8.564	+/-5	10	10	5.0
european_norp	ideology	1675	319	23	8.562	+/-5	10	10	5.0
european_norp	leader	1675	452	24	8.53	+/-5	10	10	5.0
european_norp	muslim	1675	1881	40	8.526	+/-5	10	10	5.0
european_norp	everything	1675	224	21	8.501	+/-5	10	10	5.0
european_norp	citizen	1675	225	21	8.501	+/-5	10	10	5.0
european_norp	non	1675	679	26	8.5	+/-5	10	10	5.0
european_norp	only	1675	1225	32	8.498	+/-5	10	10	5.0
european_norp	african	1675	139	20	8.497	+/-5	10	10	5.0
european_norp	free	1675	326	22	8.493	+/-5	10	10	5.0
european_norp	new	1675	793	27	8.486	+/-5	10	10	5.0
european_norp	why	1675	440	23	8.477	+/-5	10	10	5.0
european_norp	like	1675	732	26	8.467	+/-5	10	10	5.0
european_norp	must	1675	837	27	8.46	+/-5	10	10	5.0
european_norp	woman	1675	583	24	8.444	+/-5	10	10	5.0
european_norp	which	1675	2277	42	8.444	+/-5	10	10	5.0
european_norp	tribe	1675	114	19	8.443	+/-5	10	10	5.0
european_norp	arab	1675	405	22	8.437	+/-5	10	10	5.0
european_norp	number	1675	502	23	8.435	+/-5	10	10	5.0
european_norp	how	1675	697	25	8.432	+/-5	10	10	5.0
european_norp	one	1675	1834	36	8.393	+/-5	10	10	5.0
european_norp	nationalist	1675	287	20	8.384	+/-5	10	10	5.0
european_norp	however	1675	681	24	8.383	+/-5	10	10	5.0
european_norp	world	1675	1119	28	8.359	+/-5	10	10	5.0
european_norp	ethnic	1675	225	19	8.356	+/-5	10	10	5.0
european_norp	increase	1675	325	20	8.356	+/-5	10	10	5.0
european_norp	ongoing	1675	128	18	8.354	+/-5	10	10	5.0
european_norp	future	1675	459	21	8.333	+/-5	10	10	5.0
european_norp	but	1675	2392	40	8.332	+/-5	10	10	5.0
european_norp	europeans	1675	469	21	8.326	+/-5	10	10	5.0
european_norp	demographical	1675	65	17	8.323	+/-5	10	10	5.0
european_norp	between	1675	587	22	8.316	+/-5	10	10	5.0
european_norp	through	1675	692	23	8.315	+/-5	10	10	5.0
european_norp	history	1675	498	21	8.307	+/-5	10	10	5.0
european_norp	continue	1675	413	20	8.294	+/-5	10	10	5.0
european_norp	while	1675	639	22	8.283	+/-5	10	10	5.0
european_norp	at	1675	2330	38	8.28	+/-5	10	10	5.0
european_norp	state	1675	1073	26	8.276	+/-5	10	10	5.0
european_norp	elite	1675	233	18	8.272	+/-5	10	10	5.0
european_norp	know	1675	876	24	8.268	+/-5	10	10	5.0
european_norp	current	1675	384	19	8.24	+/-5	10	10	5.0
european_norp	interest	1675	227	17	8.194	+/-5	10	10	5.0
european_norp	if	1675	1823	31	8.182	+/-5	10	10	5.0
european_norp	society	1675	588	20	8.178	+/-5	10	10	5.0
european_norp	party	1675	712	21	8.171	+/-5	10	10	5.0
european_norp	you	1675	3353	44	8.164	+/-5	10	10	5.0
european_norp	marxist	1675	621	20	8.157	+/-5	10	10	5.0
european_norp	every	1675	412	18	8.143	+/-5	10	10	5.0
european_norp	eu	1675	540	19	8.135	+/-5	10	10	5.0
european_norp	network	1675	219	16	8.113	+/-5	10	10	5.0
european_norp	want	1675	588	19	8.104	+/-5	10	10	5.0
european_norp	need	1675	712	20	8.101	+/-5	10	10	5.0
european_norp	project	1675	122	15	8.096	+/-5	10	10	5.0
european_norp	even	1675	968	22	8.091	+/-5	10	10	5.0
european_norp	phase	1675	489	18	8.09	+/-5	10	10	5.0
european_norp	islamic	1675	1342	25	8.085	+/-5	10	10	5.0
european_norp	can	1675	1952	30	8.082	+/-5	10	10	5.0
european_norp	group	1675	745	20	8.081	+/-5	10	10	5.0
european_norp	so	1675	1353	25	8.08	+/-5	10	10	5.0
european_norp	least	1675	421	17	8.054	+/-5	10	10	5.0
european_norp	oppose	1675	177	15	8.052	+/-5	10	10	5.0
european_norp	when	1675	1425	25	8.046	+/-5	10	10	5.0
european_norp	there	1675	1556	26	8.043	+/-5	10	10	5.0
european_norp	medium	1675	440	17	8.041	+/-5	10	10	5.0
european_norp	several	1675	447	17	8.036	+/-5	10	10	5.0
european_norp	first	1675	701	19	8.034	+/-5	10	10	5.0
european_norp	military	1675	716	19	8.025	+/-5	10	10	5.0
european_norp	islamisation	1675	213	15	8.024	+/-5	10	10	5.0
european_norp	create	1675	734	19	8.014	+/-5	10	10	5.0
european_norp	power	1675	756	19	8.001	+/-5	10	10	5.0
european_norp	these	1675	1309	23	7.981	+/-5	10	10	5.0
european_norp	alliance	1675	164	14	7.963	+/-5	10	10	5.0
european_norp	order	1675	841	19	7.951	+/-5	10	10	5.0
european_norp	force	1675	723	18	7.942	+/-5	10	10	5.0
european_norp	two	1675	604	17	7.933	+/-5	10	10	5.0
european_norp	traditional	1675	204	14	7.932	+/-5	10	10	5.0
european_norp	cooperation	1675	81	13	7.922	+/-5	10	10	5.0
european_norp	struggle	1675	219	14	7.92	+/-5	10	10	5.0
european_norp	man	1675	765	18	7.917	+/-5	10	10	5.0
european_norp	soil	1675	88	13	7.917	+/-5	10	10	5.0
european_norp	preserve	1675	93	13	7.913	+/-5	10	10	5.0
european_norp	islam	1675	1466	23	7.907	+/-5	10	10	5.0
european_norp	such	1675	940	19	7.895	+/-5	10	10	5.0
european_norp	decade	1675	268	14	7.883	+/-5	10	10	5.0
european_norp	self	1675	277	14	7.877	+/-5	10	10	5.0
european_norp	take	1675	982	19	7.872	+/-5	10	10	5.0
european_norp	never	1675	425	15	7.871	+/-5	10	10	5.0
european_norp	would	1675	1568	23	7.86	+/-5	10	10	5.0
european_norp	up	1675	1018	19	7.853	+/-5	10	10	5.0
european_norp	population	1675	456	15	7.85	+/-5	10	10	5.0
european_norp	anti	1675	600	16	7.848	+/-5	10	10	5.0
european_norp	now	1675	760	17	7.838	+/-5	10	10	5.0
european_norp	well	1675	778	17	7.827	+/-5	10	10	5.0
european_norp	national	1675	652	16	7.816	+/-5	10	10	5.0
european_norp	no	1675	1241	20	7.812	+/-5	10	10	5.0
european_norp	indirect	1675	86	12	7.803	+/-5	10	10	5.0
european_norp	understand	1675	244	13	7.794	+/-5	10	10	5.0
european_norp	rap	1675	101	12	7.791	+/-5	10	10	5.0
european_norp	yet	1675	258	13	7.784	+/-5	10	10	5.0
european_norp	accept	1675	268	13	7.776	+/-5	10	10	5.0
european_norp	live	1675	434	14	7.765	+/-5	10	10	5.0
european_norp	possible	1675	296	13	7.756	+/-5	10	10	5.0
european_norp	market	1675	148	12	7.753	+/-5	10	10	5.0
european_norp	mean	1675	452	14	7.753	+/-5	10	10	5.0
european_norp	its	1675	1071	18	7.747	+/-5	10	10	5.0
european_norp	fight	1675	461	14	7.747	+/-5	10	10	5.0
european_norp	also	1675	1082	18	7.741	+/-5	10	10	5.0
european_norp	i	1675	4666	41	7.727	+/-5	10	10	5.0
european_norp	learn	1675	187	12	7.722	+/-5	10	10	5.0
european_norp	same	1675	498	14	7.722	+/-5	10	10	5.0
european_norp	asian	1675	52	11	7.705	+/-5	10	10	5.0
european_norp	out	1675	1000	17	7.702	+/-5	10	10	5.0
european_norp	make	1675	1179	18	7.691	+/-5	10	10	5.0
european_norp	protect	1675	232	12	7.688	+/-5	10	10	5.0
european_norp	marxists	1675	246	12	7.677	+/-5	10	10	5.0
